Id,OverallQual,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,GarageCars,GarageArea,YrSold
2554,5,1195.0,1195,1195,2,0.0,0.0,2007
2555,6,660.0,740,865,1,1.0,216.0,2007
2556,4,768.0,768,768,1,1.0,355.0,2007
2557,4,864.0,864,864,1,2.0,528.0,2007
2558,5,1296.0,1296,2592,2,0.0,0.0,2007
2559,5,1290.0,1422,1422,1,1.0,352.0,2007
2560,6,651.0,759,1298,2,1.0,240.0,2007
2561,7,531.0,567,1098,1,1.0,216.0,2007
2562,6,585.0,851,1436,1,1.0,228.0,2007
2563,6,686.0,686,1461,1,1.0,225.0,2007
2564,7,851.0,867,1718,2,2.0,264.0,2007
2565,5,0.0,1226,1226,1,2.0,400.0,2007
2566,4,930.0,1230,1755,2,1.0,231.0,2007
2567,5,728.0,760,1355,2,2.0,528.0,2007
2568,6,1560.0,1560,1560,1,2.0,580.0,2007
2569,6,1488.0,1488,1488,2,2.0,552.0,2007
2570,6,516.0,529,1045,1,2.0,462.0,2007
2571,4,1680.0,1680,1680,2,2.0,628.0,2007
2572,8,1004.0,1020,1020,1,2.0,509.0,2007
2573,7,1696.0,1696,1696,2,2.0,625.0,2007
2574,8,279.0,2726,2726,2,2.0,691.0,2007
2575,6,720.0,720,1215,1,2.0,720.0,2007
2576,5,936.0,936,1601,2,0.0,0.0,2007
2577,5,859.0,942,1828,2,1.7661179698216736,472.76886145404666,2007
2578,5,816.0,816,816,1,1.0,100.0,2007
2579,2,0.0,640,845,1,1.0,256.0,2007
2580,5,957.0,1034,1991,2,0.0,0.0,2007
2581,4,1073.0,1073,1073,1,2.0,720.0,2007
2582,5,837.0,1001,1001,1,1.0,216.0,2007
2583,8,1573.0,1625,1625,2,2.0,495.0,2007
2584,6,1001.0,1299,1299,2,2.0,486.0,2007
2585,5,1441.0,1392,1392,2,3.0,650.0,2007
2586,7,1409.0,1409,1409,1,2.0,576.0,2007
2587,7,1454.0,1478,1478,2,2.0,506.0,2007
2588,7,852.0,918,918,1,1.0,360.0,2007
2589,6,970.0,1026,1026,1,2.0,528.0,2007
2590,7,1501.0,1501,1501,2,2.0,512.0,2007
2591,6,585.0,2279,2279,2,2.0,461.0,2007
2592,7,1689.0,1689,1689,2,2.0,433.0,2007
2593,8,1546.0,1564,1564,2,2.0,502.0,2007
2594,7,1265.0,1240,1240,2,2.0,528.0,2007
2595,8,1267.0,1312,1312,2,2.0,471.0,2007
2596,8,1922.0,1922,1922,2,3.0,692.0,2007
2597,6,1491.0,1491,1491,2,2.0,571.0,2007
2598,7,1122.0,1146,2486,3,2.0,452.0,2007
2599,10,1824.0,1824,1824,2,3.0,932.0,2007
2600,3,0.0,2034,2034,1,4.0,1041.0,2007
2601,6,920.0,936,936,0,2.0,460.0,2007
2602,4,546.0,546,1092,1,1.0,253.0,2007
2603,4,530.0,530,992,1,1.0,297.0,2007
2604,4,546.0,546,1092,1,0.0,0.0,2007
2605,4,546.0,546,1092,1,1.0,286.0,2007
2606,5,923.0,1008,1008,1,2.0,678.0,2007
2607,6,1244.0,1356,1356,2,2.0,528.0,2007
2608,5,1160.0,1676,1676,1,2.0,672.0,2007
2609,5,716.0,716,1432,1,2.0,531.0,2007
2610,5,796.0,796,796,1,0.0,0.0,2007
2611,4,1396.0,1608,1608,1,1.0,444.0,2007
2612,5,1090.0,1178,1178,1,2.0,502.0,2007
2613,5,816.0,816,816,1,1.0,264.0,2007
2614,5,864.0,887,887,1,1.0,288.0,2007
2615,6,1178.0,1293,1293,2,2.0,452.0,2006
2616,6,1008.0,1024,1024,1,1.0,313.0,2006
2617,5,1617.0,1797,1797,1,3.0,963.0,2006
2618,6,1705.0,1390,1390,1,2.0,550.0,2006
2619,7,1851.0,1851,1851,2,2.0,506.0,2006
2620,6,813.0,813,1525,2,2.0,400.0,2006
2621,6,781.0,781,1671,2,2.0,423.0,2006
2622,6,821.0,821,1776,2,2.0,443.0,2006
2623,8,1074.0,1074,2064,2,2.0,527.0,2006
2624,7,1700.0,1700,2212,2,3.0,773.0,2006
2625,8,2062.0,2079,2687,2,2.0,618.0,2006
2626,6,1160.0,1169,1169,2,2.0,402.0,2006
2627,8,1191.0,1204,1204,2,2.0,461.0,2006
2628,9,1398.0,1414,2798,3,3.0,670.0,2006
2629,10,1528.0,1528,3390,3,3.0,758.0,2006
2630,9,1094.0,1102,2473,2,3.0,675.0,2006
2631,10,1850.0,1850,2698,2,3.0,736.0,2006
2632,9,1390.0,1390,2795,3,3.0,660.0,2006
2633,9,1714.0,1714,1714,2,2.0,517.0,2006
2634,9,1910.0,2000,2000,2,3.0,722.0,2006
2635,6,988.0,1102,1102,1,2.0,582.0,2006
2636,7,945.0,945,1857,2,2.0,482.0,2006
2637,7,1047.0,1083,1083,1,2.0,596.0,2006
2638,7,960.0,960,2318,2,2.0,541.0,2006
2639,6,675.0,1109,1875,3,2.0,485.0,2006
2640,6,1103.0,1103,1103,2,2.0,462.0,2006
2641,4,864.0,874,874,1,2.0,576.0,2006
2642,6,1487.0,1419,1419,2,2.0,543.0,2006
2643,6,525.0,525,1092,1,2.0,440.0,2006
2644,5,765.0,765,1365,1,2.0,440.0,2006
2645,6,494.0,494,1030,1,1.0,264.0,2006
2646,6,483.0,483,948,1,1.0,264.0,2006
2647,6,525.0,525,1092,1,1.0,264.0,2006
2648,6,1069.0,1069,1069,2,2.0,440.0,2006
2649,5,943.0,1387,1387,1,1.0,300.0,2006
2650,7,1055.0,1055,1055,2,1.0,319.0,2006
2651,6,855.0,855,1456,2,2.0,460.0,2006
2652,9,1738.0,1738,2589,2,3.0,831.0,2006
2653,8,1618.0,1618,1618,2,3.0,880.0,2006
2654,7,1721.0,1740,1740,2,3.0,874.0,2006
2655,9,1868.0,1868,1868,2,3.0,1085.0,2006
2656,9,1090.0,1117,2206,2,3.0,670.0,2006
2657,9,1606.0,1625,2091,2,2.0,521.0,2006
2658,8,1209.0,1209,2253,2,2.0,575.0,2006
2659,8,1054.0,1054,2389,2,3.0,672.0,2006
2660,8,1524.0,1544,2358,2,3.0,784.0,2006
2661,9,1792.0,1792,1792,2,3.0,925.0,2006
2662,9,1780.0,1780,1780,2,3.0,816.0,2006
2663,8,1420.0,1426,1914,2,3.0,746.0,2006
2664,9,1560.0,1565,1565,2,2.0,556.0,2006
2665,9,1686.0,1686,1686,2,3.0,899.0,2006
2666,9,1666.0,1666,1666,2,2.0,575.0,2006
2667,6,728.0,728,1456,2,2.0,390.0,2006
2668,7,738.0,738,1492,2,2.0,440.0,2006
2669,6,1326.0,1326,1326,2,2.0,427.0,2006
2670,8,1052.0,1052,2373,2,3.0,632.0,2006
2671,7,738.0,738,1492,2,2.0,440.0,2006
2672,7,1220.0,1364,1364,2,2.0,437.0,2006
2673,7,1368.0,1511,1511,2,2.0,398.0,2006
2674,7,1365.0,1548,1548,2,2.0,388.0,2006
2675,7,1142.0,1142,1142,2,2.0,440.0,2006
2676,7,848.0,848,1598,2,2.0,433.0,2006
2677,6,982.0,1008,1889,2,2.0,431.0,2006
2678,7,1035.0,1082,2322,3,3.0,617.0,2006
2679,8,1044.0,1079,1976,2,3.0,885.0,2006
2680,8,1160.0,1205,2234,2,3.0,768.0,2006
2681,9,1540.0,1540,2855,2,3.0,774.0,2006
2682,8,1342.0,1358,2726,2,3.0,725.0,2006
2683,9,1733.0,1933,3500,3,3.0,959.0,2006
2684,8,1290.0,1305,2494,2,3.0,803.0,2006
2685,8,1286.0,1565,2799,2,3.0,704.0,2006
2686,8,1100.0,1116,1964,2,2.0,760.0,2006
2687,8,1670.0,1670,1670,2,3.0,928.0,2006
2688,8,1504.0,1504,1504,2,2.0,510.0,2006
2689,8,1278.0,1278,1278,2,2.0,584.0,2006
2690,9,2036.0,2036,2640,3,3.0,792.0,2006
2691,6,858.0,858,1716,2,2.0,615.0,2006
2692,6,1142.0,1142,1142,1,0.0,0.0,2006
2693,7,1400.0,1400,1400,2,2.0,612.0,2006
2694,6,1131.0,1131,1131,1,0.0,0.0,2006
2695,7,891.0,891,1686,2,2.0,462.0,2006
2696,7,784.0,831,1585,2,2.0,449.0,2006
2697,6,941.0,941,1837,2,2.0,688.0,2006
2698,6,836.0,844,1731,2,2.0,462.0,2006
2699,6,1398.0,1398,1398,2,2.0,542.0,2006
2700,6,1217.0,1217,1217,2,2.0,484.0,2006
2701,6,636.0,636,1320,2,2.0,472.0,2006
2702,5,988.0,988,988,1,2.0,624.0,2006
2703,6,0.0,1286,1654,2,2.0,528.0,2006
2704,5,864.0,1211,1211,1,2.0,576.0,2006
2705,5,984.0,984,984,1,1.0,310.0,2006
2706,5,882.0,909,909,1,1.0,294.0,2006
2707,5,925.0,925,925,1,2.0,484.0,2006
2708,5,1024.0,1024,1024,1,1.0,308.0,2006
2709,5,912.0,912,912,1,0.0,0.0,2006
2710,5,912.0,941,941,1,1.0,288.0,2006
2711,7,1748.0,2151,2646,2,2.0,550.0,2006
2712,8,1334.0,1520,2826,2,3.0,888.0,2006
2713,7,1143.0,1143,1143,1,2.0,588.0,2006
2714,7,600.0,520,1223,2,2.0,480.0,2006
2715,6,756.0,768,1524,2,2.0,440.0,2006
2716,7,530.0,530,1080,2,2.0,496.0,2006
2717,7,569.0,854,1694,2,1.0,434.0,2006
2718,8,1568.0,1568,1568,2,2.0,564.0,2006
2719,5,1153.0,1193,1193,2,2.0,501.0,2006
2720,7,1334.0,1334,1334,2,2.0,477.0,2006
2721,5,1051.0,1051,1051,1,2.0,504.0,2006
2722,5,900.0,884,1770,1,2.0,530.0,2006
2723,6,976.0,976,976,1,2.0,504.0,2006
2724,5,833.0,898,898,1,1.0,326.0,2006
2725,5,1051.0,1051,1051,1,1.0,264.0,2006
2726,5,1141.0,1141,1141,1,1.0,568.0,2006
2727,6,1187.0,1565,1565,2,1.0,299.0,2006
2728,6,1008.0,1488,1488,1,2.0,430.0,2006
2729,5,720.0,720,1440,1,2.0,480.0,2006
2730,5,1248.0,1248,1248,1,1.0,286.0,2006
2731,6,816.0,816,816,1,1.0,240.0,2006
2732,5,938.0,1043,1043,1,1.0,273.0,2006
2733,5,1251.0,1433,1433,1,2.0,441.0,2006
2734,5,1444.0,1624,1624,1,1.0,240.0,2006
2735,5,1056.0,1216,1216,1,1.0,280.0,2006
2736,5,704.0,1024,1728,1,1.0,234.0,2006
2737,5,936.0,936,936,1,1.0,240.0,2006
2738,5,1584.0,1584,1584,2,2.0,506.0,2006
2739,6,1246.0,1246,1246,1,2.0,441.0,2006
2740,6,1008.0,1008,1008,1,2.0,430.0,2006
2741,5,1179.0,1364,1364,1,1.0,331.0,2006
2742,6,1121.0,1336,1336,1,2.0,488.0,2006
2743,5,1058.0,1370,1370,1,1.0,300.0,2006
2744,6,1124.0,1124,1124,1,1.0,353.0,2006
2745,6,1050.0,1050,1050,1,1.0,286.0,2006
2746,5,1008.0,1008,1008,1,1.0,280.0,2006
2747,6,216.0,1575,1575,1,2.0,400.0,2006
2748,5,301.0,1145,1145,1,2.0,684.0,2006
2749,5,1005.0,1005,1005,1,1.0,319.0,2006
2750,5,1056.0,1056,1056,1,1.0,300.0,2006
2751,5,884.0,884,884,1,1.0,270.0,2006
2752,7,929.0,2039,2039,1,3.0,791.0,2006
2753,5,1015.0,1384,1384,1,2.0,896.0,2006
2754,5,2171.0,1392,2640,2,3.0,1008.0,2006
2755,6,784.0,900,1312,1,2.0,649.0,2006
2756,3,713.0,713,713,1,1.0,371.0,2006
2757,3,715.0,715,715,1,2.0,660.0,2006
2758,4,448.0,448,720,1,1.0,280.0,2006
2759,6,663.0,774,1595,2,2.0,528.0,2006
2760,4,1077.0,981,1760,1,2.0,648.0,2006
2761,6,1083.0,1146,1146,1,1.0,294.0,2006
2762,6,1135.0,1207,1207,1,1.0,264.0,2006
2763,6,1313.0,1773,1773,2,2.0,418.0,2006
2764,7,0.0,1472,1472,2,2.0,484.0,2006
2765,7,1438.0,1900,2448,3,2.0,441.0,2006
2766,4,910.0,910,1521,1,1.0,597.0,2006
2767,3,0.0,1040,1040,2,2.0,400.0,2006
2768,5,1556.0,1556,1556,2,0.0,0.0,2006
2769,5,1150.0,1150,1150,1,1.0,288.0,2006
2770,7,1045.0,1045,1045,1,2.0,528.0,2006
2771,5,864.0,864,864,1,1.0,336.0,2006
2772,5,1025.0,1025,1025,1,0.0,0.0,2006
2773,5,716.0,1007,2014,2,2.0,624.0,2006
2774,5,1212.0,1226,1668,1,1.0,240.0,2006
2775,4,1147.0,1147,1657,1,1.0,162.0,2006
2776,6,780.0,940,1416,1,2.0,400.0,2006
2777,7,712.0,848,1428,1,2.0,576.0,2006
2778,7,502.0,502,1004,1,1.0,200.0,2006
2779,4,938.0,1084,1951,2,2.0,576.0,2006
2780,6,1032.0,1032,1032,1,1.0,280.0,2006
2781,5,844.0,844,844,1,1.0,216.0,2006
2782,4,576.0,864,864,1,1.0,528.0,2006
2783,3,738.0,714,1376,1,1.0,216.0,2006
2784,5,960.0,960,960,1,2.0,576.0,2006
2785,5,816.0,816,1566,1,2.0,450.0,2006
2786,3,492.0,492,492,1,1.0,200.0,2006
2787,6,770.0,885,1182,1,1.0,378.0,2006
2788,3,798.0,840,840,1,1.0,250.0,2006
2789,7,1226.0,1226,2104,2,2.0,432.0,2006
2790,5,624.0,624,1248,2,0.0,0.0,2006
2791,5,960.0,960,960,1,2.0,624.0,2006
2792,3,1020.0,1020,1020,1,0.0,0.0,2006
2793,6,848.0,1017,1827,1,1.0,240.0,2006
2794,3,728.0,728,1162,1,1.0,258.0,2006
2795,5,741.0,741,1324,1,1.0,180.0,2006
2796,5,816.0,816,816,1,1.0,210.0,2006
2797,6,1595.0,1611,2486,2,2.0,576.0,2006
2798,4,596.0,834,1430,2,2.0,370.0,2006
2799,5,396.0,665,1330,1,1.0,390.0,2006
2800,5,610.0,819,819,1,0.0,0.0,2006
2801,6,984.0,984,984,1,1.0,308.0,2006
2802,5,806.0,1081,1422,1,1.0,288.0,2006
2803,6,1921.0,1921,1921,2,2.0,576.0,2006
2804,5,0.0,1640,1640,1,2.0,394.0,2006
2805,5,0.0,1032,1032,1,1.0,260.0,2006
2806,5,830.0,879,879,1,1.0,180.0,2006
2807,7,1073.0,1073,1073,2,1.0,246.0,2006
2808,5,1064.0,1064,1064,1,2.0,528.0,2006
2809,6,912.0,934,934,1,1.0,336.0,2006
2810,5,1059.0,1059,1059,1,1.0,286.0,2006
2811,5,1176.0,1458,1458,1,2.0,512.0,2006
2812,6,960.0,1040,1040,1,2.0,616.0,2006
2813,5,1967.0,1967,1967,2,2.0,580.0,2006
2814,5,1949.0,1949,1949,2,2.0,586.0,2006
2815,5,872.0,872,872,1,1.0,322.0,2006
2816,7,1865.0,1830,1830,1,2.0,521.0,2006
2817,5,1000.0,1000,1000,1,2.0,575.0,2006
2818,5,782.0,810,810,1,2.0,576.0,2006
2819,7,430.0,880,1700,2,1.0,450.0,2006
2820,4,967.0,1350,1350,1,2.0,504.0,2006
2821,5,799.0,799,1150,1,1.0,215.0,2006
2822,6,672.0,1337,2009,2,3.0,795.0,2006
2823,6,1836.0,1836,3672,3,2.0,836.0,2006
2824,5,1776.0,1560,1560,2,2.0,528.0,2006
2825,5,0.0,1488,1488,1,2.0,569.0,2006
2826,5,1057.0,1057,1057,1,1.0,288.0,2006
2827,6,1000.0,1068,1609,1,1.0,305.0,2006
2828,6,868.0,1313,2559,2,2.0,506.0,2006
2829,6,1344.0,1440,1440,2,4.0,920.0,2006
2830,7,1308.0,1308,1876,2,3.0,848.0,2006
2831,7,1208.0,1208,1208,2,2.0,632.0,2006
2832,6,1836.0,1846,1846,2,2.0,495.0,2006
2833,8,1570.0,1590,1590,2,3.0,754.0,2006
2834,7,945.0,945,1809,2,2.0,638.0,2006
2835,7,1614.0,1614,1614,2,2.0,576.0,2006
2836,7,784.0,784,1596,2,2.0,610.0,2006
2837,6,1388.0,1388,1388,2,2.0,522.0,2006
2838,5,1100.0,1100,1100,1,2.0,462.0,2006
2839,6,781.0,795,1499,2,2.0,473.0,2006
2840,7,1425.0,1425,1425,2,2.0,591.0,2006
2841,7,842.0,856,1749,2,2.0,515.0,2006
2842,7,951.0,951,1779,2,2.0,586.0,2006
2843,6,675.0,686,1388,1,1.0,317.0,2006
2844,6,995.0,1282,1282,2,3.0,672.0,2006
2845,5,864.0,864,864,1,1.0,297.0,2006
2846,7,826.0,878,1762,2,2.0,591.0,2006
2847,6,840.0,840,1755,2,2.0,530.0,2006
2848,8,1348.0,1358,1358,1,2.0,418.0,2006
2849,7,872.0,872,1909,2,2.0,529.0,2006
2850,8,1090.0,1090,2214,2,3.0,646.0,2006
2851,7,1065.0,1065,2049,2,2.0,467.0,2006
2852,7,1054.0,1070,1939,2,3.0,555.0,2006
2853,7,930.0,950,1995,2,2.0,610.0,2006
2854,6,848.0,848,848,1,2.0,420.0,2006
2855,7,1390.0,1390,1390,2,2.0,545.0,2006
2856,7,851.0,851,1737,2,2.0,578.0,2006
2857,7,784.0,784,1611,2,2.0,572.0,2006
2858,7,1336.0,1336,1336,2,2.0,502.0,2006
2859,4,676.0,760,1436,2,2.0,528.0,2006
2860,6,976.0,1012,1012,2,0.0,0.0,2006
2861,5,1176.0,1176,1176,1,1.0,360.0,2006
2862,7,796.0,806,1724,2,2.0,616.0,2006
2863,6,914.0,914,914,1,0.0,0.0,2006
2864,7,1150.0,1164,2314,2,2.0,502.0,2006
2865,6,547.0,1072,1072,1,2.0,525.0,2006
2866,7,970.0,970,1709,2,2.0,380.0,2006
2867,4,624.0,624,936,1,1.0,265.0,2006
2868,6,832.0,846,1338,2,2.0,528.0,2006
2869,4,1093.0,1093,1669,1,1.0,288.0,2006
2870,4,954.0,1482,1482,2,2.0,609.0,2006
2871,4,864.0,964,1414,1,0.0,0.0,2006
2872,2,498.0,498,498,1,1.0,216.0,2006
2873,4,616.0,1055,1273,1,1.0,275.0,2006
2874,5,1058.0,1058,1551,2,1.0,240.0,2006
2875,6,780.0,816,1340,1,1.0,440.0,2006
2876,7,624.0,743,1479,1,1.0,312.0,2006
2877,6,755.0,755,1510,1,1.0,216.0,2006
2878,7,818.0,818,1636,1,1.0,288.0,2006
2879,5,992.0,992,1465,2,1.0,240.0,2006
2880,5,824.0,824,1288,1,1.0,240.0,2006
2881,6,817.0,940,1550,1,1.0,318.0,2006
2882,5,901.0,1125,1717,1,1.0,410.0,2006
2883,7,1022.0,1122,1671,2,2.0,451.0,2006
2884,7,637.0,959,1609,1,3.0,579.0,2006
2885,6,697.0,1104,1801,1,2.0,365.0,2006
2886,5,1168.0,1278,2315,2,1.0,342.0,2006
2887,5,976.0,976,976,1,1.0,215.0,2006
2888,6,861.0,861,1285,1,2.0,506.0,2006
2889,4,432.0,672,672,1,0.0,0.0,2006
2890,4,641.0,641,641,1,1.0,272.0,2006
2891,6,967.0,967,1638,2,1.0,384.0,2006
2892,3,0.0,729,729,1,0.0,0.0,2006
2893,5,660.0,1060,1396,2,0.0,0.0,2006
2894,3,216.0,576,936,1,0.0,0.0,2006
2895,8,1573.0,1778,1778,2,2.0,495.0,2006
2896,8,1594.0,1646,1646,2,2.0,525.0,2006
2897,6,1625.0,1625,1625,2,2.0,576.0,2006
2898,6,1664.0,1664,1664,2,2.0,616.0,2006
2899,8,1491.0,1491,1491,2,2.0,490.0,2006
2900,6,1128.0,1210,1210,2,2.0,528.0,2006
2901,6,1632.0,1650,1650,1,2.0,518.0,2006
2902,6,1381.0,1403,1403,2,2.0,470.0,2006
2903,8,1728.0,1960,1960,2,3.0,714.0,2006
2904,9,1838.0,1838,1838,2,3.0,682.0,2006
2905,1,0.0,1600,1600,1,1.0,270.0,2006
2906,7,1288.0,1368,1368,2,4.0,784.0,2006
2907,5,264.0,616,1304,1,1.0,336.0,2006
2908,5,864.0,874,874,1,1.0,288.0,2006
2909,5,1652.0,1652,1652,2,3.0,928.0,2006
2910,4,630.0,630,630,1,0.0,0.0,2006
2911,4,546.0,546,1092,1,1.0,253.0,2006
2912,5,1104.0,1360,1360,1,1.0,336.0,2006
2913,4,546.0,546,1092,1,1.0,286.0,2006
2914,4,546.0,546,1092,1,0.0,0.0,2006
2915,4,546.0,546,1092,1,0.0,0.0,2006
2916,4,546.0,546,1092,1,1.0,286.0,2006
2917,5,1224.0,1224,1224,1,2.0,576.0,2006
2918,5,912.0,970,970,1,0.0,0.0,2006
2919,7,996.0,996,2000,2,3.0,650.0,2006
